Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Malware Indicators,Attack Type,Action Taken,Severity Level,Log Source,Anomaly Scores
1031,40417,TCP,1474,Control,HTTP,IoC Detected,DDoS,Logged,Low,Firewall,29.66
57124,48417,UDP,1363,Data,FTP,IoC Detected,Intrusion,Blocked,High,Server,10.75
32979,3852,UDP,443,Data,DNS,,Malware,Ignored,High,Server,42.14
59738,44531,TCP,1026,Data,FTP,,DDoS,Logged,Low,Firewall,77.73
25022,6593,TCP,554,Control,DNS,IoC Detected,Malware,Blocked,High,Firewall,97.82
10584,23178,ICMP,649,Data,HTTP,IoC Detected,Intrusion,Blocked,High,Server,83.36
23934,57206,TCP,1378,Control,DNS,IoC Detected,Malware,Blocked,Medium,Firewall,40.71
57819,10509,ICMP,107,Data,HTTP,,DDoS,Ignored,High,Firewall,1.33
49005,19289,ICMP,317,Data,HTTP,IoC Detected,DDoS,Ignored,Low,Server,56.92
56497,23998,ICMP,875,Data,HTTP,IoC Detected,DDoS,Blocked,High,Server,0.9
32348,12619,UDP,576,Data,DNS,,DDoS,Blocked,Low,Firewall,77.7
23870,21385,TCP,619,Data,FTP,IoC Detected,Intrusion,Logged,High,Server,67.56
46895,63852,TCP,1224,Data,HTTP,IoC Detected,Malware,Logged,Medium,Server,91.82
11468,31398,TCP,632,Data,FTP,,Malware,Logged,Low,Firewall,50.13
30954,3615,UDP,670,Control,HTTP,,Intrusion,Blocked,Low,Server,41.53
59009,28541,ICMP,88,Data,HTTP,,DDoS,Blocked,High,Server,91.21
38169,9878,TCP,1497,Control,HTTP,,Malware,Ignored,Low,Server,82.8
35384,2184,ICMP,304,Data,DNS,,Intrusion,Ignored,High,Firewall,78.85
22371,4914,ICMP,1001,Data,HTTP,IoC Detected,DDoS,Ignored,Low,Firewall,50.69
10510,4024,UDP,1352,Data,HTTP,IoC Detected,Malware,Logged,High,Server,75.3
57482,1091,UDP,548,Data,FTP,,DDoS,Blocked,Low,Server,33.08
7703,19110,UDP,1114,Data,DNS,,Intrusion,Logged,High,Server,7.27
33992,31136,TCP,149,Data,DNS,IoC Detected,DDoS,Ignored,Low,Server,76.68
55666,4791,TCP,548,Data,FTP,IoC Detected,Intrusion,Logged,Medium,Firewall,36.22
20947,24568,UDP,1106,Control,HTTP,IoC Detected,Malware,Logged,High,Firewall,13.36
38322,33655,UDP,1290,Control,FTP,IoC Detected,Intrusion,Ignored,Low,Server,69.01
15973,29809,UDP,190,Data,DNS,IoC Detected,DDoS,Logged,High,Firewall,4.74
5107,60905,ICMP,995,Control,DNS,,Malware,Logged,High,Firewall,51.66
15067,58291,TCP,1342,Control,HTTP,IoC Detected,Intrusion,Blocked,High,Firewall,83.86
18782,24516,ICMP,722,Data,HTTP,,Malware,Ignored,Medium,Firewall,79.61
44364,53766,ICMP,1181,Control,DNS,,Malware,Blocked,Low,Server,14.95
11307,36569,TCP,907,Control,DNS,,Malware,Logged,Medium,Firewall,12.1
62568,27834,ICMP,1427,Data,HTTP,IoC Detected,Intrusion,Ignored,High,Server,3.33
16019,14834,UDP,793,Control,HTTP,IoC Detected,Intrusion,Blocked,Low,Server,18.93
54052,10368,ICMP,686,Control,DNS,,DDoS,Ignored,Low,Server,96.83
40014,9720,UDP,1092,Data,DNS,,Intrusion,Logged,Low,Firewall,82.75
55034,52843,UDP,492,Data,HTTP,,Intrusion,Logged,High,Server,88.16
31548,18263,UDP,811,Data,FTP,IoC Detected,Malware,Blocked,Medium,Server,45.33
14156,14806,ICMP,1444,Control,HTTP,IoC Detected,Intrusion,Logged,Low,Firewall,91.08
7828,38216,UDP,423,Control,DNS,,Intrusion,Logged,Low,Firewall,45.27
53318,29162,TCP,744,Data,HTTP,IoC Detected,Malware,Ignored,Low,Firewall,51.59
15743,33364,TCP,173,Control,HTTP,IoC Detected,Intrusion,Ignored,Low,Server,73.69
27274,28937,ICMP,340,Data,HTTP,,Intrusion,Blocked,High,Server,27.25
13393,3334,ICMP,1082,Control,FTP,,Malware,Logged,Low,Server,81.43
35332,61817,ICMP,876,Control,DNS,,Intrusion,Blocked,Low,Firewall,89.28
47821,52974,UDP,1319,Data,DNS,IoC Detected,Intrusion,Ignored,Medium,Firewall,43.95
4384,31482,TCP,976,Data,DNS,IoC Detected,DDoS,Blocked,Medium,Firewall,1.31
27807,53451,UDP,985,Control,HTTP,,Malware,Logged,High,Server,98.14
39737,17067,ICMP,902,Data,FTP,IoC Detected,Malware,Logged,Medium,Firewall,84.95
16224,48472,UDP,889,Control,HTTP,IoC Detected,Malware,Blocked,Medium,Firewall,14.56
31907,51180,TCP,1492,Data,HTTP,,Malware,Logged,Medium,Firewall,31.8
26586,17971,UDP,787,Control,DNS,IoC Detected,Malware,Logged,Low,Server,3.7
25179,13739,ICMP,1070,Control,HTTP,,Intrusion,Logged,Medium,Server,97.64
47513,9156,UDP,1455,Control,FTP,IoC Detected,DDoS,Ignored,High,Firewall,58.19
12215,50585,TCP,640,Control,HTTP,,Intrusion,Blocked,Medium,Server,10.44
19199,27928,ICMP,1178,Data,HTTP,IoC Detected,Malware,Ignored,High,Server,5.39
26123,7023,ICMP,158,Data,HTTP,IoC Detected,Intrusion,Ignored,Medium,Server,91.79
22345,60531,ICMP,1409,Data,FTP,IoC Detected,Intrusion,Ignored,Low,Server,70.26
55305,60529,UDP,866,Control,DNS,,Malware,Ignored,Medium,Firewall,86.55
48262,22039,TCP,343,Data,HTTP,IoC Detected,Malware,Blocked,Medium,Firewall,11.11
22623,16469,ICMP,531,Data,FTP,,DDoS,Ignored,Low,Server,71.02
28872,35773,ICMP,1387,Control,DNS,,Malware,Ignored,Medium,Firewall,51.68
33910,47951,TCP,715,Control,HTTP,,DDoS,Ignored,High,Firewall,43.23
42864,48696,ICMP,765,Control,DNS,IoC Detected,Intrusion,Blocked,Low,Server,47.31
52040,21434,TCP,646,Data,DNS,,Intrusion,Ignored,Low,Server,77.67
48973,47133,TCP,1142,Control,HTTP,IoC Detected,Intrusion,Ignored,Low,Server,20.66
8137,20031,ICMP,1005,Control,FTP,IoC Detected,Malware,Blocked,Low,Firewall,90.92
55509,5152,ICMP,984,Data,FTP,,DDoS,Logged,Low,Server,64.89
41801,19629,UDP,512,Data,HTTP,IoC Detected,Intrusion,Blocked,Low,Server,77.07
62889,50054,UDP,1191,Data,DNS,IoC Detected,Intrusion,Logged,Low,Server,53.38
45613,2799,ICMP,527,Control,DNS,,DDoS,Logged,High,Firewall,22.74
59752,42693,TCP,1388,Control,FTP,,Malware,Blocked,High,Firewall,81.87
51523,35455,TCP,425,Control,DNS,,DDoS,Logged,High,Firewall,98.62
13158,15042,UDP,491,Control,FTP,,DDoS,Blocked,High,Firewall,14.41
18221,25776,ICMP,668,Control,HTTP,IoC Detected,DDoS,Ignored,Medium,Server,41.28
23041,49310,TCP,1127,Data,DNS,,DDoS,Logged,High,Firewall,36.28
62891,50690,TCP,1292,Control,FTP,IoC Detected,Malware,Ignored,High,Firewall,61.3
2887,60489,UDP,1026,Data,DNS,IoC Detected,Intrusion,Ignored,Medium,Firewall,36.95
40397,45649,TCP,712,Control,FTP,IoC Detected,Intrusion,Logged,High,Firewall,55.44
54438,5822,ICMP,1310,Data,HTTP,,Malware,Ignored,Medium,Firewall,69.73
20302,11700,UDP,1409,Data,HTTP,IoC Detected,Intrusion,Logged,Medium,Server,2.88
33051,29949,UDP,939,Data,HTTP,IoC Detected,DDoS,Blocked,Medium,Firewall,23.53
39597,14517,UDP,361,Control,DNS,,Intrusion,Blocked,Low,Server,97.16
58860,54145,ICMP,723,Control,FTP,,Malware,Ignored,Medium,Firewall,32.02
63422,60576,TCP,1409,Data,DNS,IoC Detected,Malware,Blocked,Medium,Firewall,2.26
16307,12755,ICMP,354,Control,HTTP,,DDoS,Ignored,Low,Server,10.59
30570,50212,UDP,876,Control,FTP,IoC Detected,Malware,Logged,Medium,Server,4.38
25983,4283,UDP,254,Data,HTTP,,DDoS,Ignored,Low,Server,75.09
58743,25449,UDP,1100,Data,FTP,,Intrusion,Blocked,Low,Firewall,28.13
52181,46157,TCP,574,Data,FTP,,DDoS,Ignored,Low,Server,26.7
7193,39284,ICMP,167,Control,DNS,,Intrusion,Logged,Low,Firewall,98.88
13042,10486,UDP,814,Control,DNS,IoC Detected,Malware,Logged,Low,Firewall,81.92
29637,50534,UDP,121,Data,FTP,,Malware,Ignored,High,Firewall,31.48
65102,45442,UDP,863,Control,HTTP,IoC Detected,Malware,Ignored,Low,Server,60.18
37151,12711,ICMP,187,Data,HTTP,,Intrusion,Logged,High,Server,70.62
51862,11423,UDP,1347,Data,DNS,,DDoS,Blocked,High,Firewall,81.66
54995,28483,ICMP,709,Control,FTP,,Malware,Blocked,Medium,Firewall,70.34
42812,8453,ICMP,591,Control,DNS,IoC Detected,Intrusion,Logged,Low,Firewall,1.19
16640,37110,TCP,1043,Data,DNS,,Malware,Ignored,Medium,Server,20.86
5626,53262,UDP,226,Control,FTP,,DDoS,Logged,Low,Firewall,46.97
49851,27301,ICMP,631,Control,FTP,,Malware,Ignored,High,Firewall,23.82
13197,54254,ICMP,609,Control,FTP,IoC Detected,DDoS,Logged,Medium,Firewall,56.0
51264,36338,ICMP,1132,Data,HTTP,IoC Detected,Intrusion,Ignored,High,Server,15.8
63406,8837,ICMP,941,Data,FTP,IoC Detected,DDoS,Logged,High,Firewall,51.0
46797,24409,ICMP,525,Data,HTTP,,Intrusion,Logged,High,Firewall,28.61
1753,16107,UDP,706,Control,HTTP,IoC Detected,Intrusion,Logged,Low,Firewall,68.84
59666,17863,UDP,1438,Control,DNS,,DDoS,Logged,Low,Server,61.62
45243,43947,TCP,558,Control,DNS,,DDoS,Ignored,Medium,Firewall,64.44
63488,7024,ICMP,1485,Data,DNS,IoC Detected,DDoS,Ignored,Low,Firewall,11.94
26653,61828,UDP,1103,Control,DNS,,Intrusion,Ignored,High,Server,91.04
16791,13072,ICMP,192,Data,FTP,,DDoS,Logged,High,Server,83.16
23731,61767,UDP,1307,Data,DNS,,DDoS,Ignored,High,Firewall,52.98
21488,29508,ICMP,882,Control,FTP,,Intrusion,Logged,High,Firewall,20.25
13374,61256,TCP,1364,Control,HTTP,,Malware,Blocked,Medium,Firewall,78.06
53218,46503,TCP,1368,Data,FTP,IoC Detected,Intrusion,Logged,Low,Firewall,0.12
15241,28035,TCP,418,Data,HTTP,IoC Detected,DDoS,Blocked,Medium,Server,87.11
6583,50994,ICMP,878,Control,HTTP,,DDoS,Blocked,High,Firewall,13.21
1069,27287,UDP,1358,Data,HTTP,,Intrusion,Ignored,Low,Firewall,17.75
59250,54771,UDP,721,Data,HTTP,,DDoS,Ignored,Low,Firewall,7.38
3816,53453,TCP,1084,Control,DNS,IoC Detected,Malware,Logged,Low,Server,53.02
63776,58671,UDP,399,Control,HTTP,,DDoS,Logged,High,Server,53.91
31713,13845,ICMP,980,Data,FTP,IoC Detected,DDoS,Blocked,Low,Firewall,27.15
57940,21434,UDP,1144,Data,FTP,IoC Detected,Malware,Ignored,Medium,Server,69.65
4033,47128,TCP,423,Control,FTP,,Malware,Blocked,Low,Server,29.25
39822,55660,ICMP,580,Data,FTP,IoC Detected,DDoS,Ignored,Low,Server,20.55
21364,7436,ICMP,770,Data,FTP,,Intrusion,Logged,High,Server,85.22
54091,17340,UDP,308,Data,DNS,IoC Detected,Intrusion,Logged,Medium,Firewall,40.87
56288,33177,ICMP,438,Data,DNS,IoC Detected,Intrusion,Blocked,Low,Firewall,19.3
19944,51870,TCP,587,Control,DNS,IoC Detected,DDoS,Blocked,Low,Server,53.08
61939,60901,TCP,665,Control,DNS,IoC Detected,Malware,Ignored,Low,Firewall,50.59
5617,22614,UDP,717,Control,HTTP,IoC Detected,DDoS,Ignored,Low,Server,71.35
21202,63110,ICMP,1407,Control,FTP,IoC Detected,DDoS,Logged,High,Firewall,88.21
6968,31173,TCP,1090,Data,FTP,,Intrusion,Ignored,Low,Firewall,2.09
45151,33913,ICMP,381,Control,FTP,IoC Detected,Malware,Logged,High,Firewall,67.74
61227,23677,ICMP,802,Data,FTP,,Intrusion,Ignored,High,Firewall,40.88
9697,19057,TCP,574,Data,FTP,IoC Detected,DDoS,Ignored,High,Server,68.95
10057,33783,UDP,1152,Control,DNS,,Intrusion,Ignored,Low,Firewall,47.58
40356,33067,UDP,350,Data,DNS,,Malware,Ignored,Low,Firewall,28.97
24450,40274,TCP,1240,Data,DNS,IoC Detected,Malware,Blocked,Low,Firewall,8.21
9225,42698,TCP,591,Data,HTTP,,DDoS,Blocked,Low,Server,12.55
8624,52609,TCP,497,Control,DNS,,Malware,Ignored,High,Firewall,14.2
4605,46797,UDP,185,Control,HTTP,,DDoS,Logged,Medium,Server,42.76
40124,23142,TCP,72,Data,FTP,,Intrusion,Blocked,High,Server,6.09
47241,19795,TCP,363,Data,DNS,,DDoS,Logged,Low,Server,0.19
31749,56290,TCP,305,Control,DNS,IoC Detected,Malware,Blocked,Low,Firewall,59.04
39097,11281,UDP,1201,Data,FTP,IoC Detected,Malware,Blocked,Medium,Server,7.62
47361,25611,UDP,638,Data,HTTP,,DDoS,Ignored,Low,Server,33.73
62568,43207,ICMP,1428,Data,DNS,IoC Detected,DDoS,Logged,Low,Server,23.75
64069,17764,TCP,863,Control,DNS,IoC Detected,Malware,Blocked,Low,Server,81.2
47307,22903,ICMP,283,Data,FTP,,DDoS,Logged,Low,Firewall,43.69
49233,57114,TCP,556,Control,DNS,IoC Detected,Malware,Logged,High,Firewall,71.76
28163,54197,TCP,482,Control,DNS,IoC Detected,DDoS,Logged,Low,Server,93.61
44775,28188,TCP,1158,Control,FTP,,Intrusion,Blocked,Low,Server,38.07
24411,28104,UDP,791,Control,HTTP,IoC Detected,Intrusion,Logged,High,Firewall,59.34
4226,25237,ICMP,956,Data,HTTP,,Intrusion,Logged,Low,Firewall,12.72
57999,55997,UDP,195,Control,DNS,IoC Detected,Malware,Blocked,High,Firewall,88.25
52233,37396,TCP,960,Data,FTP,IoC Detected,Malware,Blocked,High,Firewall,13.57
30658,5272,UDP,670,Control,DNS,,Malware,Logged,Medium,Firewall,73.58
16161,30577,TCP,432,Data,DNS,,DDoS,Ignored,Low,Server,30.26
51950,27368,UDP,558,Control,FTP,IoC Detected,Malware,Logged,High,Firewall,84.4
13125,15039,UDP,969,Control,FTP,IoC Detected,Intrusion,Logged,Low,Server,48.49
12234,19426,UDP,1089,Data,HTTP,IoC Detected,Intrusion,Logged,Medium,Server,76.24
29590,33277,TCP,992,Control,FTP,,Intrusion,Ignored,High,Firewall,41.04
3205,25333,UDP,1418,Data,HTTP,,Malware,Blocked,Low,Firewall,96.96
24743,13223,UDP,1483,Control,FTP,,DDoS,Blocked,Medium,Firewall,63.6
7954,19350,TCP,1104,Data,FTP,IoC Detected,DDoS,Logged,Medium,Firewall,64.34
12945,23374,ICMP,514,Data,HTTP,,Intrusion,Ignored,Low,Server,52.99
26735,50914,UDP,636,Control,FTP,IoC Detected,Intrusion,Logged,Medium,Firewall,84.7
54492,43337,UDP,358,Data,HTTP,IoC Detected,Intrusion,Logged,Medium,Server,11.33
47759,5860,UDP,1061,Control,FTP,IoC Detected,Intrusion,Blocked,High,Firewall,4.59
12441,32298,UDP,107,Control,FTP,IoC Detected,Malware,Ignored,High,Firewall,56.53
7389,39326,UDP,911,Data,HTTP,,Intrusion,Blocked,Low,Firewall,77.28
24913,3631,ICMP,1065,Control,HTTP,,DDoS,Ignored,High,Firewall,27.08
17262,5677,TCP,932,Control,DNS,IoC Detected,Malware,Blocked,Low,Server,78.61
14923,43610,TCP,308,Data,DNS,IoC Detected,Intrusion,Ignored,Low,Server,47.7
48806,52016,UDP,840,Control,FTP,,Intrusion,Blocked,Medium,Firewall,38.2
10741,49591,TCP,802,Data,DNS,,Malware,Logged,Medium,Server,93.93
20194,30966,TCP,1163,Data,DNS,IoC Detected,Intrusion,Ignored,High,Firewall,29.42
32012,18739,UDP,798,Control,HTTP,,Malware,Ignored,Low,Server,53.56
45316,47326,UDP,1335,Control,HTTP,IoC Detected,Intrusion,Logged,Low,Server,82.65
60497,34238,TCP,452,Data,FTP,IoC Detected,DDoS,Ignored,Low,Server,71.97
23834,31798,TCP,195,Data,FTP,IoC Detected,DDoS,Logged,High,Server,96.27
15387,8058,UDP,1436,Control,FTP,,Intrusion,Blocked,High,Server,68.14
30448,53028,ICMP,745,Data,FTP,,Intrusion,Blocked,Low,Firewall,92.72
27138,1927,ICMP,786,Control,HTTP,IoC Detected,Intrusion,Ignored,Low,Server,31.48
4130,3321,TCP,1073,Data,DNS,IoC Detected,DDoS,Logged,Low,Server,58.78
65267,65005,ICMP,1263,Data,DNS,IoC Detected,DDoS,Blocked,High,Server,83.48
46390,14372,TCP,448,Data,HTTP,,DDoS,Ignored,High,Server,47.77
22473,54864,UDP,1135,Data,HTTP,,Malware,Blocked,Medium,Firewall,5.52
4779,28052,ICMP,1481,Control,HTTP,,Intrusion,Logged,High,Firewall,84.48
42942,53525,ICMP,666,Control,HTTP,IoC Detected,DDoS,Blocked,Low,Firewall,78.02
3307,61720,ICMP,382,Data,HTTP,IoC Detected,Malware,Logged,Medium,Firewall,54.7
32420,21108,UDP,287,Control,FTP,IoC Detected,Malware,Blocked,Medium,Firewall,19.4
19122,39915,TCP,1230,Control,FTP,IoC Detected,DDoS,Ignored,High,Firewall,72.02
54323,14787,TCP,782,Control,HTTP,IoC Detected,DDoS,Logged,Low,Server,75.69
25835,12903,ICMP,1029,Data,FTP,,DDoS,Ignored,Medium,Firewall,18.39
24373,57087,ICMP,603,Data,FTP,,Malware,Ignored,High,Server,89.48
41087,20199,TCP,160,Data,FTP,,DDoS,Logged,Medium,Firewall,70.46
41226,33992,TCP,1303,Control,FTP,,Malware,Ignored,Low,Firewall,3.03
43345,13162,UDP,924,Data,FTP,,Malware,Logged,High,Server,41.48
7435,8750,ICMP,1229,Control,FTP,,Intrusion,Logged,Low,Firewall,37.26
14363,3300,UDP,1247,Data,FTP,,Intrusion,Blocked,High,Firewall,51.6
46676,50401,UDP,457,Data,FTP,,Malware,Blocked,Medium,Server,48.87
23227,13032,TCP,553,Data,HTTP,,Malware,Logged,Low,Server,40.65
14718,15795,TCP,1458,Control,DNS,IoC Detected,Intrusion,Blocked,High,Firewall,90.68
26947,63171,TCP,628,Control,DNS,IoC Detected,Intrusion,Ignored,Low,Firewall,18.88
6346,22873,TCP,108,Control,DNS,IoC Detected,Malware,Ignored,Medium,Firewall,53.49
51197,25367,TCP,899,Control,HTTP,,Intrusion,Logged,Medium,Server,62.22
26858,8571,UDP,704,Data,HTTP,IoC Detected,Malware,Ignored,Low,Firewall,28.02
45792,35139,TCP,791,Data,FTP,IoC Detected,Intrusion,Ignored,Medium,Server,66.54
48640,4219,TCP,1229,Data,HTTP,,DDoS,Blocked,High,Server,58.91
61497,8702,ICMP,325,Control,DNS,,DDoS,Ignored,Low,Server,11.23
13564,18879,ICMP,835,Control,HTTP,,Intrusion,Logged,Low,Server,47.42
60277,11283,TCP,721,Data,FTP,IoC Detected,Malware,Blocked,Low,Firewall,64.61
54090,21666,ICMP,1162,Control,FTP,IoC Detected,Malware,Logged,Low,Firewall,22.56
56333,40268,TCP,920,Control,FTP,IoC Detected,DDoS,Blocked,High,Server,70.63
8385,58638,UDP,635,Data,DNS,,Intrusion,Logged,Low,Server,67.04
9371,1702,TCP,861,Control,HTTP,,DDoS,Ignored,Medium,Firewall,45.55
52748,63070,ICMP,1443,Data,HTTP,IoC Detected,DDoS,Logged,Low,Server,8.69
48223,35528,UDP,362,Control,DNS,IoC Detected,Malware,Logged,Medium,Firewall,76.93
22097,7247,ICMP,680,Data,FTP,IoC Detected,DDoS,Ignored,Low,Firewall,21.47
51126,19648,ICMP,1419,Control,FTP,,Intrusion,Ignored,High,Firewall,29.27
64357,51201,ICMP,749,Control,DNS,,Malware,Blocked,Low,Firewall,9.68
2534,17726,TCP,1405,Data,FTP,,Intrusion,Logged,Medium,Firewall,34.53
19137,6345,ICMP,1225,Data,FTP,,Malware,Logged,High,Firewall,49.38
1420,17221,UDP,461,Control,HTTP,,Malware,Ignored,High,Server,82.89
13818,50692,UDP,1428,Data,HTTP,IoC Detected,DDoS,Blocked,Medium,Server,24.65
52696,18842,TCP,1102,Control,FTP,,Intrusion,Blocked,Low,Firewall,19.29
61235,7520,TCP,1409,Data,HTTP,IoC Detected,Malware,Logged,High,Firewall,45.81
64399,12367,ICMP,960,Data,HTTP,,DDoS,Logged,High,Firewall,97.76
38212,64601,ICMP,437,Control,HTTP,IoC Detected,Intrusion,Ignored,High,Firewall,51.66
56320,10776,UDP,179,Control,FTP,,DDoS,Blocked,High,Server,73.21
7974,41891,TCP,1418,Control,HTTP,,Intrusion,Blocked,Low,Firewall,68.12
2353,22104,TCP,973,Control,HTTP,,Malware,Ignored,Low,Server,33.75
23774,55894,TCP,1147,Data,DNS,,DDoS,Ignored,High,Server,45.51
39635,52323,ICMP,516,Data,DNS,IoC Detected,Malware,Logged,Low,Server,88.58
40598,57811,TCP,1128,Control,HTTP,,Intrusion,Blocked,Low,Server,9.9
57164,60884,UDP,635,Data,FTP,IoC Detected,DDoS,Ignored,Low,Firewall,79.59
59006,65358,UDP,1009,Data,FTP,,Intrusion,Ignored,Medium,Server,44.95
30804,33752,ICMP,104,Control,HTTP,,Intrusion,Logged,High,Server,59.23
17163,49109,TCP,98,Control,DNS,IoC Detected,DDoS,Ignored,High,Firewall,99.08
2926,32216,ICMP,1352,Data,DNS,,Malware,Blocked,High,Server,10.08
7889,24799,UDP,163,Data,FTP,IoC Detected,Malware,Logged,High,Server,69.26
58233,22711,ICMP,765,Control,HTTP,IoC Detected,Intrusion,Ignored,High,Server,85.32
15008,47008,ICMP,802,Control,FTP,IoC Detected,Malware,Ignored,High,Firewall,33.1
24754,13087,TCP,1166,Control,DNS,IoC Detected,DDoS,Logged,High,Server,69.13
8114,36998,ICMP,594,Control,HTTP,,Intrusion,Ignored,High,Firewall,64.71
44284,9549,TCP,1343,Data,DNS,,DDoS,Logged,Low,Server,25.5
20881,10028,ICMP,601,Data,FTP,IoC Detected,Intrusion,Logged,Medium,Server,5.69
59764,51698,UDP,1457,Control,DNS,IoC Detected,DDoS,Ignored,Medium,Firewall,89.52
9595,13454,UDP,886,Data,HTTP,,Malware,Blocked,Medium,Firewall,82.38
60733,41426,TCP,1066,Control,DNS,,DDoS,Blocked,Medium,Firewall,46.34
5831,64345,ICMP,748,Control,DNS,,Malware,Blocked,Low,Firewall,65.36
25358,53557,TCP,866,Control,HTTP,IoC Detected,Intrusion,Logged,High,Firewall,67.26
55490,38187,UDP,1188,Control,FTP,IoC Detected,Malware,Ignored,Medium,Server,36.73
51526,5349,UDP,332,Control,DNS,IoC Detected,Malware,Blocked,High,Firewall,29.11
16124,14481,TCP,670,Control,FTP,IoC Detected,Intrusion,Ignored,Low,Firewall,79.44
51666,26034,TCP,952,Data,FTP,,Malware,Ignored,High,Server,55.87
36136,33406,UDP,1368,Control,HTTP,,Intrusion,Logged,High,Firewall,25.92
38108,65463,ICMP,633,Control,FTP,,Malware,Blocked,Low,Firewall,36.51
49635,23753,ICMP,674,Control,FTP,,Intrusion,Blocked,Low,Firewall,30.17
10239,55075,ICMP,76,Data,HTTP,,Intrusion,Ignored,High,Firewall,88.79
61174,49338,TCP,389,Control,FTP,,DDoS,Ignored,Low,Firewall,32.75
26202,31829,ICMP,125,Control,FTP,,Intrusion,Blocked,Low,Firewall,52.09
7221,13171,UDP,1062,Data,DNS,IoC Detected,DDoS,Blocked,High,Server,18.37
26397,43727,TCP,1364,Control,FTP,IoC Detected,DDoS,Logged,Medium,Firewall,71.51
32905,10091,UDP,777,Data,HTTP,,Intrusion,Logged,Medium,Server,94.87
21766,8131,ICMP,1034,Control,DNS,,Intrusion,Ignored,Low,Server,27.19
57392,7988,TCP,461,Control,HTTP,,Malware,Logged,High,Server,5.14
